::ffff:42.224.218.4 - - [02/Sep/2021:18:29:52 +0000] "GET http://guilvp.gzlex.com/currentTime?uid=20993755&token=AD7ic3y2K2OJLbLgozKWhw%3D%3D&branchNo=0&fundAccount=500256338&version=2.1.1&client=iOS&deviceId=72A1D062-B852-49AF-A8E0-2E2D1B964C4C&timestamp=1627044448745&encrypt=1&appkey=gl_ios_84f71b101ce&signcode=E6100FD32F70782AFFE577617868553F HTTP/1.1" 404 33 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
::ffff:127.0.0.1 - - [03/Sep/2021:01:34:42 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&classId=59&relationId=274 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:34:42 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&classId=59&relationId=275 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:34:42 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&classId=59&relationId=276 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:34:42 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&classId=59&relationId=277 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:34:53 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&relationId=275&classId=59 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:34:53 +0000] "GET /api/edu/class/getAllStudents?classId=59 HTTP/1.1" 200 4341 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:47.241.185.192 - - [03/Sep/2021:01:36:17 +0000] "GET http://passport.baidu.com/ HTTP/1.1" 404 33 "-" "-"
::ffff:127.0.0.1 - - [03/Sep/2021:01:38:05 +0000] "POST /api/edu/score/new HTTP/1.1" 200 1331 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:38:05 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&relationId=275&classId=59 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:38:06 +0000] "GET /api/edu/teacher/getTeacherStudentsCourse?teacherId=52&relationId=275&classId=59 HTTP/1.1" 200 5342 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:38:13 +0000] "GET /api/edu/files/get?module_id=164&module_name=%E7%89%B9%E5%88%AB%E8%AE%B0%E5%BD%95 HTTP/1.1" 200 32 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:38:33 +0000] "POST /api/edu/score/update HTTP/1.1" 200 34 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:38:33 +0000] "GET /api/edu/teacher/getTeacherStudentsCourse?teacherId=52&relationId=275&classId=59 HTTP/1.1" 200 5349 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:38:42 +0000] "GET /api/edu/score/get?relation_id=275&studentId=134 HTTP/1.1" 200 410 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:38:42 +0000] "GET /api/edu/files/get?module_id=164&module_name=%E7%89%B9%E5%88%AB%E8%AE%B0%E5%BD%95 HTTP/1.1" 200 32 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:39:14 +0000] "GET /api/edu/measures/get?score_id=164 HTTP/1.1" 200 32 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:39:14 +0000] "GET /api/edu/files/get?module_id=164&module_name=%E7%89%B9%E5%88%AB%E8%AE%B0%E5%BD%95 HTTP/1.1" 200 32 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:39:36 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&relationId=276&classId=59 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:39:36 +0000] "GET /api/edu/class/getAllStudents?classId=59 HTTP/1.1" 200 4341 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:40:09 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&relationId=277&classId=59 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:40:09 +0000] "GET /api/edu/class/getAllStudents?classId=59 HTTP/1.1" 200 4341 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:40:14 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&relationId=276&classId=59 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:40:14 +0000] "GET /api/edu/class/getAllStudents?classId=59 HTTP/1.1" 200 4341 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:42:28 +0000] "POST /api/edu/score/new HTTP/1.1" 200 1331 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:42:29 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&relationId=276&classId=59 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:42:29 +0000] "GET /api/edu/teacher/getTeacherStudentsCourse?teacherId=52&relationId=276&classId=59 HTTP/1.1" 200 5342 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:42:38 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&relationId=277&classId=59 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:42:39 +0000] "GET /api/edu/class/getAllStudents?classId=59 HTTP/1.1" 200 4341 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:42:54 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:43:05 +0000] "GET /api/edu/course/get?curPage=5 HTTP/1.1" 200 3861 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:48:29 +0000] "GET /api/edu/teacher/getTeacherAllStudents?teacherId=56&curPage=1 HTTP/1.1" 200 519 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
::ffff:127.0.0.1 - - [03/Sep/2021:01:48:31 +0000] "GET /api/edu/class/get?curPage=1&organizationalId=45 HTTP/1.1" 200 32551 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
::ffff:127.0.0.1 - - [03/Sep/2021:01:48:31 +0000] "GET /api/edu/organization/getOrganizationDetailById?id=45 HTTP/1.1" 200 471 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
::ffff:127.0.0.1 - - [03/Sep/2021:01:48:52 +0000] "GET /api/edu/organization/get?curPage=1 HTTP/1.1" 200 4389 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
::ffff:127.0.0.1 - - [03/Sep/2021:01:48:58 +0000] "GET /api/edu/course/get?curPage=1 HTTP/1.1" 200 3637 "http://localhost:9528/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36"
::ffff:127.0.0.1 - - [03/Sep/2021:01:54:04 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&relationId=276&classId=59 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:54:05 +0000] "GET /api/edu/teacher/getTeacherStudentsCourse?teacherId=52&relationId=276&classId=59 HTTP/1.1" 200 5342 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:54:14 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&relationId=277&classId=59 HTTP/1.1" 200 46 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:54:14 +0000] "GET /api/edu/class/getAllStudents?classId=59 HTTP/1.1" 200 4341 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:57:55 +0000] "POST /api/edu/score/new HTTP/1.1" 200 1331 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:57:55 +0000] "GET /api/edu/teacher/checkCourseIsLogScore?teacherId=52&relationId=277&classId=59 HTTP/1.1" 200 45 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:57:55 +0000] "GET /api/edu/teacher/getTeacherStudentsCourse?teacherId=52&relationId=277&classId=59 HTTP/1.1" 200 5362 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:58:13 +0000] "GET /api/edu/teacher/getTeacherAllStudents?teacherId=52&curPage=1 HTTP/1.1" 200 4508 "http://119.3.190.1:8383/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84"
::ffff:127.0.0.1 - - [03/Sep/2021:01:58:48 +0000] "GET /api/edu/course/getUpStandDataOrNoUpstandData?studentId=134&is_up_to_standard=0 HTTP/1.1" 200 4296 "https://servicewechat.com/wx387ebab0ad19eb10/3/page-frame.html" "Mozilla/5.0 (Linux; Android 11; SM-G9730 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2889 MMWEBSDK/20210601 Mobile Safari/537.36 MMWEBID/7562 MicroMessenger/8.0.9.1940(0x28000951) Process/appbrand0 WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64 MiniProgramEnv/android"
::ffff:127.0.0.1 - - [03/Sep/2021:01:58:48 +0000] "GET /api/edu/files/show/1628947283611-%E7%BB%9F%E8%AE%A1.png HTTP/1.1" 200 - "https://servicewechat.com/wx387ebab0ad19eb10/3/page-frame.html" "Mozilla/5.0 (Linux; Android 11; SM-G9730 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2889 MMWEBSDK/20210601 Mobile Safari/537.36 MMWEBID/7562 MicroMessenger/8.0.9.1940(0x28000951) Process/appbrand0 WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64 MiniProgramEnv/android"
::ffff:127.0.0.1 - - [03/Sep/2021:01:58:48 +0000] "GET /api/edu/course/getUpStandDataOrNoUpstandData?studentId=134&is_up_to_standard=1 HTTP/1.1" 200 2894 "https://servicewechat.com/wx387ebab0ad19eb10/3/page-frame.html" "Mozilla/5.0 (Linux; Android 11; SM-G9730 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2889 MMWEBSDK/20210601 Mobile Safari/537.36 MMWEBID/7562 MicroMessenger/8.0.9.1940(0x28000951) Process/appbrand0 WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64 MiniProgramEnv/android"
::ffff:127.0.0.1 - - [03/Sep/2021:01:58:48 +0000] "GET /api/edu/course/getUpStandDataOrNoUpstandData?studentId=134&is_up_to_standard=0 HTTP/1.1" 200 4296 "https://servicewechat.com/wx387ebab0ad19eb10/3/page-frame.html" "Mozilla/5.0 (Linux; Android 11; SM-G9730 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2889 MMWEBSDK/20210601 Mobile Safari/537.36 MMWEBID/7562 MicroMessenger/8.0.9.1940(0x28000951) Process/appbrand0 WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64 MiniProgramEnv/android"
::ffff:127.0.0.1 - - [03/Sep/2021:01:58:48 +0000] "GET /api/edu/course/getUpStandDataOrNoUpstandData?studentId=134&is_up_to_standard=1 HTTP/1.1" 200 2894 "https://servicewechat.com/wx387ebab0ad19eb10/3/page-frame.html" "Mozilla/5.0 (Linux; Android 11; SM-G9730 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2889 MMWEBSDK/20210601 Mobile Safari/537.36 MMWEBID/7562 MicroMessenger/8.0.9.1940(0x28000951) Process/appbrand0 WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64 MiniProgramEnv/android"
::ffff:127.0.0.1 - - [03/Sep/2021:01:59:02 +0000] "GET /api/edu/course/detail?studentId=134&course_id=46 HTTP/1.1" 200 813 "https://servicewechat.com/wx387ebab0ad19eb10/3/page-frame.html" "Mozilla/5.0 (Linux; Android 11; SM-G9730 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2889 MMWEBSDK/20210601 Mobile Safari/537.36 MMWEBID/7562 MicroMessenger/8.0.9.1940(0x28000951) Process/appbrand0 WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64 MiniProgramEnv/android"
::ffff:127.0.0.1 - - [03/Sep/2021:01:59:15 +0000] "GET /api/edu/course/getUpStandDataOrNoUpstandData?studentId=134&is_up_to_standard=0 HTTP/1.1" 200 4296 "https://servicewechat.com/wx387ebab0ad19eb10/3/page-frame.html" "Mozilla/5.0 (Linux; Android 11; SM-G9730 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2889 MMWEBSDK/20210601 Mobile Safari/537.36 MMWEBID/7562 MicroMessenger/8.0.9.1940(0x28000951) Process/appbrand0 WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64 MiniProgramEnv/android"
::ffff:127.0.0.1 - - [03/Sep/2021:01:59:15 +0000] "GET /api/edu/course/getUpStandDataOrNoUpstandData?studentId=134&is_up_to_standard=1 HTTP/1.1" 200 2894 "https://servicewechat.com/wx387ebab0ad19eb10/3/page-frame.html" "Mozilla/5.0 (Linux; Android 11; SM-G9730 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2889 MMWEBSDK/20210601 Mobile Safari/537.36 MMWEBID/7562 MicroMessenger/8.0.9.1940(0x28000951) Process/appbrand0 WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64 MiniProgramEnv/android"
::ffff:127.0.0.1 - - [03/Sep/2021:01:59:17 +0000] "GET /api/edu/course/detail?studentId=134&course_id=49 HTTP/1.1" 200 32 "https://servicewechat.com/wx387ebab0ad19eb10/3/page-frame.html" "Mozilla/5.0 (Linux; Android 11; SM-G9730 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2889 MMWEBSDK/20210601 Mobile Safari/537.36 MMWEBID/7562 MicroMessenger/8.0.9.1940(0x28000951) Process/appbrand0 WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64 MiniProgramEnv/android"
::ffff:127.0.0.1 - - [03/Sep/2021:01:59:21 +0000] "GET /api/edu/course/getUpStandDataOrNoUpstandData?studentId=134&is_up_to_standard=1 HTTP/1.1" 200 2894 "https://servicewechat.com/wx387ebab0ad19eb10/3/page-frame.html" "Mozilla/5.0 (Linux; Android 11; SM-G9730 Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2889 MMWEBSDK/20210601 Mobile Safari/537.36 MMWEBID/7562 MicroMessenger/8.0.9.1940(0x28000951) Process/appbrand0 WeChat/arm64 Weixin NetType/WIFI Language/zh_CN ABI/arm64 MiniProgramEnv/android"
